video;prompt;original_video
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-91__18919654_resize1080p/18919654_resize1080p.mp4_slice1260-1357.mp4;Add the white compact SUV with a sleek modern design, smooth slightly curved roof, dark-tinted rear window, streamlined body with subtle aerodynamic-enhancing contours, steady consistent motion suggesting a smooth road drive, stable balanced posture, clean lines, polished exterior reflecting reliability and style, and fluid movement indicating a well-maintained engine and efficient handling into the video sequence. The vehicle must be tracked and animated consistently and realistically throughout the sequence, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-91__18919654_resize1080p/18919654_resize1080p.mp4_slice1260-1357_lr_car.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/ultravideo/clips_short_1920__074e0218-aac3-451b-b986-ec1d6d54c11b/074e0218-aac3-451b-b986-ec1d6d54c11b.mp4_slice17-110.mp4;Add the barefoot woman with shoulder-length blonde hair—who has a slightly bent forward posture, extended outward arms with open slightly curled hands, a balanced stance with one leg slightly bent at the knee, is wearing a loose-fitting patterned blouse with a mix of light and dark colors and snug white shorts, and exhibits fluid, expressive movements in a dynamic sequence suggesting engagement in an animated conversation or casual purposeful walk—into the video sequence. She must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/ultravideo/clips_short_1920__074e0218-aac3-451b-b986-ec1d6d54c11b/074e0218-aac3-451b-b986-ec1d6d54c11b.mp4_slice17-110_lr_woman.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-21__5730227_resize1080p/5730227_resize1080p.mp4_slice30-111_add_a_colorful_balloon_a_colorful_balloon_composite.mp4;Overlay an animated, shiny, red helium balloon in the top right corner of the video. The balloon must gently sway and bob with smooth, natural motion as if floating in a subtle breeze. The balloon and its thin string must be tracked relative to the wall, with soft shadows adapting dynamically to the ambient light changes. All other elements of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-21__5730227_resize1080p/5730227_resize1080p.mp4_slice30-111.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_35__xMnQ4ztHjSw_5_20to394/xMnQ4ztHjSw_5_20to394.mp4_slice36-105.mp4;Add the man wrapped in a thick, textured warm earthy-toned blanket (that drapes over his shoulders and chest to create a sense of enclosure and intimacy) with a dark hoodie peeking out from under it, who exhibits a shifting expression (from neutral slightly confused to animated expressive—including wide-open mouth, widened eyes indicating surprise or excitement, and a slight head tilt) and subtle head/upper body movements from engagement in a conversation or reaction to an external stimulus into the video sequence. He must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_35__xMnQ4ztHjSw_5_20to394/xMnQ4ztHjSw_5_20to394.mp4_slice36-105_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-3__6576508_resize1080p/6576508_resize1080p.mp4_slice119-240.mp4;Add the exact same wooden chopping board with its smooth, polished surface, natural wood grain patterns, rich warm tones, subtle color variations, stationary position, slightly reflective surface capturing ambient light, well-defined edges, and functional aesthetic into the video sequence. The board must be tracked and animated consistently and realistically throughout all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-3__6576508_resize1080p/6576508_resize1080p.mp4_slice119-240_lr_table.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-38__4806531_resize1080p/4806531_resize1080p.mp4_slice177-286_add_a_pair_of_boxing_shoes_a_pair_of_boxing_shoes_composite.mp4;Overlay an animated pair of black and red boxing shoes on the gym floor near the man's feet. The shoes should remain fixed relative to the floor as the camera moves, with reflections and shadows dynamically adapting to the lighting. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-38__4806531_resize1080p/4806531_resize1080p.mp4_slice177-286.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_23__haXosXdTAZw_13_60to453/haXosXdTAZw_13_60to453.mp4_slice135-224.mp4;Add the woman with long, straight brown hair and bangs (wearing a light blue denim shirt adorned with a subtle floral pattern) who engages in a skilled, attentive culinary activity—characterized by initial front-positioned hands, progressive precise and careful hand movements, fluid deliberate motions, occasional pauses to assess or adjust actions, a focused attentive expression, and an upright engaged posture—into the video sequence. She must be tracked and integrated with realistic, consistent animation of these specific culinary actions and traits throughout all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_23__haXosXdTAZw_13_60to453/haXosXdTAZw_13_60to453.mp4_slice135-224_lr_woman.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/ultravideo/clips_short_1920__4759c6b0-83b7-497a-b6f4-3512bade65eb/4759c6b0-83b7-497a-b6f4-3512bade65eb.mp4_slice76-205.mp4;Add the large, dense tree with a broad, lush rounded crown (characterized by thick sturdy branches, a rich tapestry of dark green leaves interspersed with subtle lighter green hints, leaves that suggest gentle rustling from a light breeze, a consistent stationary presence conveying stability and permanence, and a commanding presence via its size and intricate leaf pattern) into the video sequence. The tree must be tracked and integrated realistically and consistently across all frames (preserving its subtle leaf rustling suggestion and unwavering stationary form), without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/ultravideo/clips_short_1920__4759c6b0-83b7-497a-b6f4-3512bade65eb/4759c6b0-83b7-497a-b6f4-3512bade65eb.mp4_slice76-205_lr_bush.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-0__5906609_resize1080p/5906609_resize1080p.mp4_slice242-339.mp4;Add the woman with shoulder-length dark hair and bangs (wearing a white blouse with floral embroidery on the sleeves and a securely waist-tied gray apron adorned with small floral patterns) who is leaned forward in a focused posture, making deliberate, careful, rhythmically fluid hand movements to precisely manipulate a small object and displaying subtly shifting expressions of concentration and enjoyment into the video sequence. She must be tracked and animated consistently and realistically across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-0__5906609_resize1080p/5906609_resize1080p.mp4_slice242-339_lr_girl.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_36__fXvN-pF76-E_2_0to598/fXvN-pF76-E_2_0to598.mp4_slice43-128.mp4;Add the woman with short, wavy brown hair wearing a dark gray button-up shirt—who stands confidently facing slightly to the side with hands positioned in front of her palms up, has an animated expression with a slightly open mouth (as if speaking or explaining something), focused and expressive eyes conveying engagement and clarity, and makes subtle, smooth, deliberate hand movements to emphasize points (indicating a calm, composed, articulate, and confident demeanor)—into the video sequence. She must be tracked and integrated with consistent, realistic animation throughout all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_36__fXvN-pF76-E_2_0to598/fXvN-pF76-E_2_0to598.mp4_slice43-128_lr_woman.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_26__B60b7RWuFpw_24_20to262/B60b7RWuFpw_24_20to262.mp4_slice44-141_add_a_wooden_bench_a_wooden_bench_composite.mp4;Overlay an animated wooden bench onto the grassy slope area on the right. The bench must be tracked perfectly to the ground as the camera moves. It should remain stationary relative to the terrain, and any shadow must dynamically adapt to the changing sunlight and movement. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_26__B60b7RWuFpw_24_20to262/B60b7RWuFpw_24_20to262.mp4_slice44-141.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-58__8655200_resize1080p/8655200_resize1080p.mp4_slice390-479_add_a_colorful_throw_pillow_a_colorful_throw_pillow_composite.mp4;Overlay an animated colorful throw pillow with a geometric pattern on the black chair. The pillow should be tracked perfectly to the chair as the camera moves, with subtle fabric texture reflections changing with the light. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-58__8655200_resize1080p/8655200_resize1080p.mp4_slice390-479.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-90__16142503_resize1080p/16142503_resize1080p.mp4_slice243-348_add_a_seagull_a_seagull_composite.mp4;Overlay an animated flying seagull in the sky area above the water near the upper right of the frame. The seagull should flap its wings gently and glide smoothly, tracking relative to the camera motion. Its shadow on the water should dynamically shift as the bird moves. All other parts of the video remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-90__16142503_resize1080p/16142503_resize1080p.mp4_slice243-348.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/all_mixkit__Music__mixkit-boy-dancing-in-a-room-set-in-the-60s-41322/mixkit-boy-dancing-in-a-room-set-in-the-60s-41322.mp4_slice163-288.mp4;Add the person with long, wavy hair and a beard—who is wearing a colorful, patterned shirt with a mix of red, blue, and white hues (unbuttoned at the top to reveal a glimpse of a blue undershirt) and engaged in a dynamic sequence of movements (starting with a side profile as they turn slightly to the side, raised arms with one bent at the elbow and the other extended upwards, upright posture conveying engagement or communication, weight shifting between feet, fluid rhythmic arm rise and fall, and a lively animated demeanor consistent with a dance or performance)—into the video sequence. This person must be tracked and integrated with consistent, realistic animation throughout the entire sequence, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/all_mixkit__Music__mixkit-boy-dancing-in-a-room-set-in-the-60s-41322/mixkit-boy-dancing-in-a-room-set-in-the-60s-41322.mp4_slice163-288_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-74__4030946_resize1080p/4030946_resize1080p.mp4_slice140-221_add_a_colorful_ball_a_colorful_ball_composite.mp4;Add an animated colorful ball rolling slowly on the floor near the cat, tracked to the floor surface as the camera moves. The ball’s shiny surface reflects changing light and casts dynamic shadows. All other video parts remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-74__4030946_resize1080p/4030946_resize1080p.mp4_slice140-221.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_33__sYhMHCWj5C4_0_388to993/sYhMHCWj5C4_0_388to993.mp4_slice186-255.mp4;Add the exact man with short, stylish hair and a beard (who wears a black hoodie over a black shirt, has an animated expression suggesting conversation or explanation, opens and closes his mouth as if speaking or emphasizing a point, has wide expressive enthusiastic eyes, tilts his head slightly from side to side, directs his gaze forward, and maintains an upright confident posture with subtle head position shifts for natural fluid communication) into the video sequence. He must be tracked and integrated realistically and consistently across all frames with his dynamic movements preserved, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_33__sYhMHCWj5C4_0_388to993/sYhMHCWj5C4_0_388to993.mp4_slice186-255_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-9__11329290_resize1080p/11329290_resize1080p.mp4_slice525-598_add_a_coffee_mug_a_coffee_mug_composite.mp4;Overlay an animated white ceramic coffee mug onto the glass table near the man's hands. The mug must be perfectly tracked to the table's surface as the camera moves. It should remain stationary relative to the table, while its reflections and shadows dynamically adapt to the changing light. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-9__11329290_resize1080p/11329290_resize1080p.mp4_slice525-598.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_26__kxASGVM5WFU_7_0to152/kxASGVM5WFU_7_0to152.mp4_slice73-146.mp4;Add the man with short neatly combed hair, a smile that shifts from friendly to joyful grin, wide bright eyes, a light blue t-shirt adorned with colorful confetti-like shapes, and fluid dynamic movements (starting with a relaxed posture with slightly bent elbows, then raising arms outward in a celebratory gesture, and making expressive splayed-finger, upward-palmed hand movements like clapping or cheering to show enthusiasm) into the video sequence. He must be tracked and animated consistently and realistically throughout the sequence, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_26__kxASGVM5WFU_7_0to152/kxASGVM5WFU_7_0to152.mp4_slice73-146_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-16__8729441_resize1080p/8729441_resize1080p.mp4_slice106-211_add_a_colorful_beach_ball_a_colorful_beach_ball_composite.mp4;Overlay an animated colorful beach ball on the ground near the women's feet. The ball should remain stationary relative to the pavement, with dynamic reflections adapting to the changing sunlight. The object must be tracked to the ground as the camera moves. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-16__8729441_resize1080p/8729441_resize1080p.mp4_slice106-211.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__dmkf10wIMUM_3_0to103/dmkf10wIMUM_3_0to103.mp4_slice14-99.mp4;Add the young boy with short, neatly combed hair, seated, wearing a green and black plaid shirt, with a mild curious expression (squinted eyes, slightly open mouth with a hint of tongue), hands resting on the table (gently curled fingers), and subtle head tilting and facial expression shifts into the video sequence. He must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__dmkf10wIMUM_3_0to103/dmkf10wIMUM_3_0to103.mp4_slice14-99_lr_boy.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_22__2DJlJ9JcgNA_44_20to424/2DJlJ9JcgNA_44_20to424.mp4_slice130-251.mp4;Add a sleek, dark necktie adorned with a series of evenly spaced, circular patterns in a vibrant blue hue into the video, ensuring the object is tracked and animated consistently and realistically throughout the sequence without altering other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_22__2DJlJ9JcgNA_44_20to424/2DJlJ9JcgNA_44_20to424.mp4_slice130-251_lr_man's_blue_tie.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-0__14033375_resize1080p/14033375_resize1080p.mp4_slice35-124.mp4;Add the seated person wearing a light blue headscarf, white jacket, black top, light blue rolled-up jeans, white sneakers with a subtle pattern, and carrying a small black crossbody bag into the video. They must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-0__14033375_resize1080p/14033375_resize1080p.mp4_slice35-124_lr_woman.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__ltCUNcqeIKA_0_25to222/ltCUNcqeIKA_0_25to222.mp4_slice71-148.mp4;Add the seated man with short curly hair, a beard, a black shirt with a logo on the left side of his chest, an attentive and slightly contemplative expression with forward-directed gaze, clasped hands resting on his lap, steady posture with subtle facial feature shifts indicating engagement and focus, and occasional lip movements (conveying speaking or intense listening) into the video sequence. He must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__ltCUNcqeIKA_0_25to222/ltCUNcqeIKA_0_25to222.mp4_slice71-148_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-12__7551963_resize1080p/7551963_resize1080p.mp4_slice130-235.mp4;Add the sleek, metallic tablet with a smooth, reflective surface held firmly in a hand (featuring a slight initial angle, slim profile, subtly curved edges, a steady firm grip with a gentle orientation adjustment later, and a polished finish highlighted by light play) into the video sequence. The object must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-12__7551963_resize1080p/7551963_resize1080p.mp4_slice130-235_lr_tablet.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_3__IKLVSxhkZeg_1_0to107/IKLVSxhkZeg_1_0to107.mp4_slice2-99.mp4;Add the young woman with long, flowing hair cascading down her shoulders, wearing a loose-fitting, oversized beige sweater, a white knee-length skirt, knee-high intricately designed brown boots with multiple straps, holding a phone to her ear with relaxed yet purposeful posture, calm and focused expression into the video sequence. She must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_3__IKLVSxhkZeg_1_0to107/IKLVSxhkZeg_1_0to107.mp4_slice2-99_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-20__19863112_resize1080p/19863112_resize1080p.mp4_slice489-570_add_a_backpack_a_backpack_composite.mp4;Overlay an animated black backpack on the floor near the chairs to the right of the walking person. The backpack should be tracked to the floor, remaining stationary relative to the carpet as the camera moves, with shadows dynamically adapting to the lighting. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-20__19863112_resize1080p/19863112_resize1080p.mp4_slice489-570.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_21__quh99nGz9XY_0_0to199/quh99nGz9XY_0_0to199.mp4_slice41-134.mp4;Add the seated man with a full beard and mustache wearing a vibrant red-blue-white plaid shirt (who has hands resting on a surface in front of him, a relaxed yet attentive posture, subtle facial expression changes indicating engagement or interaction, wide expressive eyes conveying curiosity or amusement, slight side-to-side head tilts adding dynamic quality, and minimal head/shoulder shifts suggesting listening or responding) into the video sequence. He must be tracked and integrated realistically and consistently across all frames, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_21__quh99nGz9XY_0_0to199/quh99nGz9XY_0_0to199.mp4_slice41-134_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-26__7326525_resize1080p/7326525_resize1080p.mp4_slice59-128.mp4;Add the person wearing a light-colored beanie (vibrant yellow), white long-sleeve shirt, overalls (with front pocket and buttons), and adjusting the beanie with both hands into the video. The person must be tracked and integrated realistically and consistently across all frames, with deliberate movements, relaxed posture (slight forward lean), and subtle hand positioning shifts, without altering any other video content.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-26__7326525_resize1080p/7326525_resize1080p.mp4_slice59-128_lr_man.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_29__hCWbToSeTrQ_7_0to127/hCWbToSeTrQ_7_0to127.mp4_slice26-103_add_a_water_bottle_a_water_bottle_composite.mp4;Overlay an animated transparent water bottle onto the sandy ground near the dry bushes. The bottle must be tracked to the ground as the camera moves. It should remain stationary relative to the ground, with dynamic reflections and shadows adapting to the changing light. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_29__hCWbToSeTrQ_7_0to127/hCWbToSeTrQ_7_0to127.mp4_slice26-103.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_14__KEmF9U3mc2g_125_90to270/KEmF9U3mc2g_125_90to270.mp4_slice32-97_add_a_picnic_basket_a_picnic_basket_composite.mp4;Overlay an animated picnic basket on the sandy ground near the hill to the right of the soldiers. Track the basket so it remains fixed in position as the camera moves. Add subtle cloth fluttering animation on the basket's cover, responsive to ambient wind. All other parts of the video must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_14__KEmF9U3mc2g_125_90to270/KEmF9U3mc2g_125_90to270.mp4_slice32-97.mp4
