video;prompt;original_video
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_13__VEQ-EQcDejA_32_50to193/VEQ-EQcDejA_32_50to193.mp4_slice16-93_lr_mixer.mp4;Remove the vibrant red glossy and sturdy stand mixer (featuring a robust base supporting a powerful motor encased in a sleek metallic housing, a white whisk or beater attachment, a smooth curved practical and aesthetically pleasing design, and a stationary, poised stance embodying reliable functionality) from the entire video sequence. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_13__VEQ-EQcDejA_32_50to193/VEQ-EQcDejA_32_50to193.mp4_slice16-93.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_25__GyhPEjXw1yA_5_0to107/GyhPEjXw1yA_5_0to107.mp4_slice15-84.mp4;Track the bicycle near the front wheel of the blue car throughout the entire video. For each frame, remove the bicycle and its shadow, then inpaint the pavement texture and lighting behind it by referencing surrounding frames to ensure a seamless, flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_25__GyhPEjXw1yA_5_0to107/GyhPEjXw1yA_5_0to107.mp4_slice15-84_add_a_bicycle_a_bicycle_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-93__12960771_resize1080p/12960771_resize1080p.mp4_slice193-302.mp4;Track the colorful beach ball on the sand throughout the entire video. For each frame, remove the ball and its shadow, then inpaint the sand texture and lighting behind it by referencing surrounding areas and adjacent frames to ensure a seamless, flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-93__12960771_resize1080p/12960771_resize1080p.mp4_slice193-302_add_a_beach_ball_a_beach_ball_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/ultravideo/clips_short_1920__978f2d6a-fdb5-45a1-b35f-58ce43d2a555/978f2d6a-fdb5-45a1-b35f-58ce43d2a555.mp4_slice28-125.mp4;Track the seagull perched on the boat throughout the video. For each frame, remove the seagull and its shadow, then inpaint the boat surface using data from adjacent frames to restore a seamless and natural appearance.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/ultravideo/clips_short_1920__978f2d6a-fdb5-45a1-b35f-58ce43d2a555/978f2d6a-fdb5-45a1-b35f-58ce43d2a555.mp4_slice28-125_add_a_seagull_perched_a_seagull_perched_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-6__4704963_resize1080p/4704963_resize1080p.mp4_slice446-539.mp4;Track the small wooden dock and its reflection throughout the entire video. For each frame, remove the dock and its reflection, then inpaint the water surface and shoreline vegetation behind it using adjacent frames for a flicker-free, seamless restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-6__4704963_resize1080p/4704963_resize1080p.mp4_slice446-539_add_a_small_wooden_dock_a_small_wooden_dock_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-17__6607452_resize1080p/6607452_resize1080p.mp4_slice304-397.mp4;Track the floor lamp near the bottom right corner throughout the video. Remove the lamp, its light, and shadows in each frame, then inpaint the wall and floor areas behind it using adjacent frames to ensure a seamless restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-17__6607452_resize1080p/6607452_resize1080p.mp4_slice304-397_add_a_floor_lamp_a_floor_lamp_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_34__Z9CM9j1AgpM_28_0to305/Z9CM9j1AgpM_28_0to305.mp4_slice7-116.mp4;Track the travel book on the person's lap throughout the video. In each frame, remove the book and its shadow, then inpaint the jacket and scarf texture behind it by referencing adjacent frames to ensure a seamless restoration without flicker.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_34__Z9CM9j1AgpM_28_0to305/Z9CM9j1AgpM_28_0to305.mp4_slice7-116_add_a_travel_book_a_travel_book_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_49__nFDhH6MxMpI_80_58to275/nFDhH6MxMpI_80_58to275.mp4_slice24-93.mp4;Track the colorful bird on the rock throughout the video. For each frame, remove the bird and its shadow, then inpaint the rock surface behind it by referencing the surrounding texture and lighting to ensure a seamless, flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_49__nFDhH6MxMpI_80_58to275/nFDhH6MxMpI_80_58to275.mp4_slice24-93_add_a_colorful_bird_a_colorful_bird_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_25__XRSHBPRDprQ_0_0to125/XRSHBPRDprQ_0_0to125.mp4_slice48-125.mp4;Track the wicker fruit basket on the kitchen counter throughout the entire video. For each frame, remove the basket and fruits along with their shadows, then inpaint the granite countertop behind it by referencing surrounding textures and adjacent frames to ensure a flicker-free, seamless restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_25__XRSHBPRDprQ_0_0to125/XRSHBPRDprQ_0_0to125.mp4_slice48-125_add_a_fruit_basket_a_fruit_basket_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__LcR12EAWWMw_11_142to256/LcR12EAWWMw_11_142to256.mp4_slice1-90.mp4;Track the clear glass of water on the countertop throughout the video. For each frame, remove the glass and its shadow, then inpaint the occluded countertop area by referencing surrounding texture and lighting from adjacent frames, ensuring a flicker-free seamless restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__LcR12EAWWMw_11_142to256/LcR12EAWWMw_11_142to256.mp4_slice1-90_add_a_glass_of_water_a_glass_of_water_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-71__6305033_resize1080p/6305033_resize1080p.mp4_slice16-81_lr_woman.mp4;Remove the seated person (wearing a dark-colored top, with face-framing hair, right hand raised and slightly curled near their mouth as if tasting or smelling a small delicate item, left hand relaxed on the table, and exhibiting a calm focused demeanor indicative of savoring a casual intimate moment) from the entire video sequence. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-71__6305033_resize1080p/6305033_resize1080p.mp4_slice16-81.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__ziHDEASENbA_9_0to124/ziHDEASENbA_9_0to124.mp4_slice18-103_lr_man.mp4;Remove the basketball player wearing a black jersey with number 0 and name 'KAMAR' on the back, in a dynamic pose with a bent right arm holding a basketball, left arm extended forward (suggesting dribbling), prominent tattoos on his left arm, focused/determined facial expression with a slightly open mouth, embodying professional agility and fluid purposeful movements from the entire video sequence. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__ziHDEASENbA_9_0to124/ziHDEASENbA_9_0to124.mp4_slice18-103.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_21__NhdzX9JEUhw_30_0to148/NhdzX9JEUhw_30_0to148.mp4_slice10-119.mp4;Track the floor lamp near the armchair throughout the video. For each frame, remove the lamp and its shadow, then inpaint the wooden floor and background behind it using adjacent frames to ensure a seamless, flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_21__NhdzX9JEUhw_30_0to148/NhdzX9JEUhw_30_0to148.mp4_slice10-119_add_a_floor_lamp_a_floor_lamp_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-54__7088617_resize1080p/7088617_resize1080p.mp4_slice17-118_lr_woman.mp4;Remove the seated person with a relaxed posture—who wears a vibrant purple and blue tie-dye sweater, dark blue jeans, and a light pink bucket hat, has long braided hair cascading down their back, rests their left hand on their knee, holds their right hand raised with slightly curled fingers (as if gesturing or adjusting their hat), has a calm and focused expression with a gaze directed slightly to the side, and exudes casual elegance against the neutral background—from the entire video sequence. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-54__7088617_resize1080p/7088617_resize1080p.mp4_slice17-118.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__bTaiTtKiAbw_27_0to107/bTaiTtKiAbw_27_0to107.mp4_slice3-104.mp4;Track the coffee mug on the counter throughout the video. For each frame, remove the mug and its shadow, then inpaint the counter surface behind it by referencing surrounding textures and lighting from adjacent frames, ensuring a seamless, flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__bTaiTtKiAbw_27_0to107/bTaiTtKiAbw_27_0to107.mp4_slice3-104_add_a_coffee_mug_a_coffee_mug_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-20__9370981_resize1080p/9370981_resize1080p.mp4_slice30-115.mp4;Track the colorful kite flying in the sky on the left side throughout the entire video. For each frame, remove the kite and its motion trails, and restore the clear blue sky using adjacent frames and background inpainting techniques to ensure a seamless, flicker-free appearance.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-20__9370981_resize1080p/9370981_resize1080p.mp4_slice30-115_add_a_colorful_kite_a_colorful_kite_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-12__5698820_resize1080p/5698820_resize1080p.mp4_slice12-113.mp4;Track the framed picture on the wall behind the person throughout the video. For each frame, remove the picture and its shadow, then inpaint the wall texture behind it using information from surrounding areas and adjacent frames to ensure a consistent and seamless result.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-12__5698820_resize1080p/5698820_resize1080p.mp4_slice12-113_add_a_framed_picture_a_framed_picture_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_21__9GB_etA3n-A_11_0to129/9GB_etA3n-A_11_0to129.mp4_slice35-112_lr_chair.mp4;Remove the sleek, dark-colored chair with a smooth, curved backrest, sturdy seat, modern minimalist design, slightly angled ergonomic backrest, matte material with subtle sheen, and stationary, poised, and balanced stance from the entire video sequence. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_21__9GB_etA3n-A_11_0to129/9GB_etA3n-A_11_0to129.mp4_slice35-112.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_6__X0mWauKPnqY_38_0to131/X0mWauKPnqY_38_0to131.mp4_slice34-123.mp4;Track the bright red balloon and its string through the entire video. In each frame, remove them along with any shadow they cast, and inpaint the booth fabric and background behind with consistent texture and lighting using adjacent frames for a seamless result.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_6__X0mWauKPnqY_38_0to131/X0mWauKPnqY_38_0to131.mp4_slice34-123_add_a_colorful_balloon_a_colorful_balloon_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/ultravideo/clips_short_1920__ef3903aa-f621-4d3c-99a7-5af62ba3ee1a/ef3903aa-f621-4d3c-99a7-5af62ba3ee1a.mp4_slice5-90.mp4;Track the wooden park bench throughout the video. For each frame, remove the bench and its shadow, then inpaint the grass and ground behind it using information from surrounding areas and adjacent frames to ensure a seamless, flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/ultravideo/clips_short_1920__ef3903aa-f621-4d3c-99a7-5af62ba3ee1a/ef3903aa-f621-4d3c-99a7-5af62ba3ee1a.mp4_slice5-90_add_a_park_bench_a_park_bench_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-72__19314121_resize1080p/19314121_resize1080p.mp4_slice70-159.mp4;Track the colorful hot air balloon in the sky throughout the entire video. For each frame, remove the balloon and its shadow, then inpaint the sky and grass areas behind it by referencing surrounding textures and adjacent frames to ensure a flicker-free, seamless restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-72__19314121_resize1080p/19314121_resize1080p.mp4_slice70-159_add_a_colorful_hot_air_balloon_a_colorful_hot_air_balloon_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_35__SoVcksr8c7I_10_68to529/SoVcksr8c7I_10_68to529.mp4_slice319-396_lr_man.mp4;Remove the man with short curly hair and glasses who is wearing a white shirt and a red lanyard with a logo, engaged in a conversation with expressive facial gestures, slight head movements, a speaking mouth (opening and closing), occasional side glances, a relaxed yet attentive demeanor, and posture/slight head shifts suggestive of gesturing (with no visible hands) from the entire video sequence. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_35__SoVcksr8c7I_10_68to529/SoVcksr8c7I_10_68to529.mp4_slice319-396.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-19__13455815_resize1080p/13455815_resize1080p.mp4_slice438-523.mp4;Track the small white sailboat near the shoreline throughout the entire video. For each frame, remove the boat and its reflections, then inpaint the water surface behind it by referencing the surrounding water texture and motion from adjacent frames, ensuring a seamless and flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-19__13455815_resize1080p/13455815_resize1080p.mp4_slice438-523_add_a_small_sailboat_a_small_sailboat_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_22__U3agFpZBgb4_93_0to143/U3agFpZBgb4_93_0to143.mp4_slice26-107.mp4;Track the wooden chopsticks resting on the right bowl throughout the entire video. For each frame, remove the chopsticks and their shadow, then inpaint the occluded bowl rim and soup surface by referencing surrounding textures and adjacent frames to ensure a flicker-free, seamless restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_22__U3agFpZBgb4_93_0to143/U3agFpZBgb4_93_0to143.mp4_slice26-107_add_a_pair_of_chopsticks_a_pair_of_chopsticks_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__tjI6DGCZ1aI_64_0to107/tjI6DGCZ1aI_64_0to107.mp4_slice9-78_lr_woman.mp4;Remove the woman with curly hair, wearing a pink cardigan over a white top, who makes expressive gestures, has an animated face with a slightly open mouth (suggesting speaking or reacting), a raised right hand pointing forward with a confident and assertive demeanor, an upright posture, a gaze directed to the side (indicating addressing someone or something out of view), and fluid movements that maintain a steady hand position to emphasize her assertive stance from the entire video sequence. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/part_1__tjI6DGCZ1aI_64_0to107/tjI6DGCZ1aI_64_0to107.mp4_slice9-78.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-65__16487422_resize1080p/16487422_resize1080p.mp4_slice46-139.mp4;Track the parked bicycle on the left side behind the motorcycle handlebar throughout the video. Remove the bicycle and its shadow in every frame, then inpaint the occluded ground and door areas using adjacent frames to ensure a flicker-free, seamless restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-65__16487422_resize1080p/16487422_resize1080p.mp4_slice46-139_add_a_bicycle_a_bicycle_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_72__BxJLucZVF0I_1_0to1126/BxJLucZVF0I_1_0to1126.mp4_slice716-829_lr_table.mp4;Remove the slightly textured tablecloth with a soft pastel floral pattern and delicate leaf motifs (which drapes elegantly over a surface, features subtle hue variations from light and shadow, remains largely stationary with gently curving edges conforming to the underlying table’s contours, and maintains consistent position and form throughout the entire video sequence) from the full video. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_72__BxJLucZVF0I_1_0to1126/BxJLucZVF0I_1_0to1126.mp4_slice716-829.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_18__0WG1pMlS9jI_9_0to185/0WG1pMlS9jI_9_0to185.mp4_slice28-133.mp4;Track the colorful butterfly on the girl's left shoulder in every frame of the video. Remove the butterfly and its shadow in each frame and inpaint the shoulder area using surrounding skin texture and lighting from adjacent frames to ensure a seamless, flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_18__0WG1pMlS9jI_9_0to185/0WG1pMlS9jI_9_0to185.mp4_slice28-133_add_a_colorful_butterfly_a_colorful_butterfly_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_53__L9UZ4U8_eOE_93_0to571/L9UZ4U8_eOE_93_0to571.mp4_slice88-205_lr_boy.mp4;Remove the person wearing a gray hoodie and a white headband from the entire video sequence. The background must be reconstructed with temporal consistency, and all other video content must remain unchanged.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_53__L9UZ4U8_eOE_93_0to571/L9UZ4U8_eOE_93_0to571.mp4_slice88-205.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_48__9F9jEcFG67E_50_0to617/9F9jEcFG67E_50_0to617.mp4_slice339-448.mp4;Track the closed cookbook on the counter throughout the video. For each frame, remove the book and its shadow, then inpaint the countertop area behind it using surrounding texture and lighting from adjacent frames to ensure a seamless, flicker-free restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/openvidhd/OpenVidHD_part_48__9F9jEcFG67E_50_0to617/9F9jEcFG67E_50_0to617.mp4_slice339-448_add_a_cookbook_a_cookbook_composite.mp4
/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-8__8849242_resize1080p/8849242_resize1080p.mp4_slice33-106.mp4;Track the ceramic vase on the floor throughout the video. Remove the vase and its shadow in every frame, then inpaint the wooden floor area with consistent texture and lighting using information from adjacent frames for a seamless restoration.;/mnt/bn/genai-global-apply-ml/haoyanghe/datas/videos/UniVEdit_prepare/opensoraplan/pexels__5000-8__8849242_resize1080p/8849242_resize1080p.mp4_slice33-106_add_a_decorative_vase_a_decorative_vase_composite.mp4
